Codes,Area names,Region,Location,Total % 0-4,Total % 5-6,Total % 7-8,Total % 9-10,Total Average rating,Total Standard deviation,0-4 CV,0-4 Lower limit,0-4 Upper limit,5-6 CV, 5-6 Lower limit,5-6 Upper limit,7-8 CV,7-8 Lower limit,7-8 Upper limit,9-10 CV,9-10 Lower limit,9-10 Upper limit,Total CV,Total Lower limit,Total Upper limit,Sample size
S12000024,,,Perth and Kinross,10.37,17.12,37.57,34.93,7.39,2.29,10.03,8.33,12.41,8.59,14.23,20.02,5.15,33.77,41.38,5.38,31.24,38.63,1.12,7.23,7.55,949
S12000038,,,Renfrewshire,14.01,17.59,37.91,30.49,7.08,2.43,10.55,11.1,16.92,9.26,14.39,20.8,5.2,34.03,41.78,5.84,26.99,33.99,1.44,6.88,7.28,755
S12000026,,,Scottish Borders ,9.68,15.04,39.92,35.35,7.5,2.23,11.24,7.54,11.82,8.84,12.43,17.66,4.58,36.32,43.52,5.54,31.5,39.2,1.15,7.33,7.67,884
S12000028,,,South Ayrshire,13.91,17.08,33.92,35.09,7.2,2.47,9.76,11.24,16.58,7.82,14.46,19.71,5.27,30.41,37.43,5.21,31.5,38.68,1.33,7.01,7.38,915
S12000029,,,South Lanarkshire,12.52,18.36,39.4,29.72,7.14,2.38,9.98,10.06,14.98,8.5,15.29,21.43,4.73,35.73,43.06,6.13,26.14,33.3,1.31,6.96,7.33,777
S12000030,,,Stirling,10.45,15.68,40.97,32.9,7.42,2.21,15.94,7.17,13.72,11,12.28,19.08,5.89,36.22,45.72,7.69,27.92,37.89,1.5,7.2,7.64,612
S12000039,,,West Dunbartonshire,12.6,18.75,39.36,29.29,7.09,2.4,10.23,10.07,15.14,10.45,14.9,22.61,5.12,35.4,43.32,6,25.83,32.74,1.31,6.9,7.27,815
S12000040,,,West Lothian,9.63,16.35,41.7,32.32,7.38,2.12,14.64,6.86,12.41,8.57,13.6,19.11,4.97,37.62,45.77,6.18,28.39,36.25,1.31,7.19,7.57,714
N92000002,NORTHERN IRELAND,,,9.8,16.2,41.1,33,7.4,2.12,7.51,8.32,11.2,5.09,14.58,17.82,2.73,38.87,43.27,3.35,30.81,35.14,0.67,7.3,7.49,2677
95T,,,Antrim,x,x,x,x,7.49,2.13,40.63,1.87,20.12,22.57,7.47,20.25,14.12,25.86,46.82,15.96,26.16,51.45,4.05,6.87,8.11,76
95X,,,Ards,x,x,x,x,7.17,2.25,28.11,5.04,18.11,23.03,9.1,24.75,12.14,32.08,52.78,17.22,19.01,39.12,3.1,6.72,7.62,108
95O,,,Armagh,x,x,x,x,8.12,1.57,89.82,-1.24,4.28,29.63,4.2,16.74,11.51,34.96,56.18,12.29,31.9,53,2.36,7.73,8.51,94
95G,,,Ballymena,x,x,x,x,7.33,2.05,33.87,3.18,16.7,31.78,5.68,25.71,13.86,34.95,61.91,27.77,11.47,40.41,3.67,6.79,7.87,115
95D,,,Ballymoney,x,x,x,x,7.68,1.76,52.71,-0.41,10.81,33.75,5.28,28.91,16.64,29.17,59.34,29.32,13.36,53.54,4.65,6.95,8.42,67
95Q,,,Banbridge,x,x,x,x,7.34,2.21,32.23,4.07,19.44,30.86,6.22,27.05,15.87,25.11,48.93,16.67,22.89,46.29,3.33,6.84,7.84,83
95Z,,,Belfast,x,x,x,x,7.22,2.21,22.98,6.03,16.03,12.49,13.92,23.02,7.99,33.4,45.91,10.8,24.27,37.42,2.17,6.91,7.53,357
95V,,,Carrickfergus,x,x,x,x,7.13,2.22,43.52,1.03,19.57,46.69,0.56,32.14,17.18,32.3,67.9,29.5,9.06,37.45,5.63,6.3,7.96,58
95Y,,,Castlereagh,x,x,x,x,7.67,2.12,39.83,1.45,13.17,25.84,7.72,24.49,14.65,26.45,48.6,15.46,26.9,51.23,3.19,7.18,8.17,98
95C,,,Coleraine,x,x,x,x,6.62,2.2,23.98,9.19,26.47,24.88,10.35,31.27,14.11,34.47,61.98,35.08,3.82,22.46,3.97,6.09,7.15,75
95I,,,Cookstown,x,x,x,x,6.95,2.31,33.99,5.01,28.78,43.84,0.88,18.06,14.67,38.45,71.95,29.82,7.06,29.8,4.75,6.27,7.63,61
95N,,,Craigavon,x,x,x,x,7.57,2.45,34.97,3.52,19.88,27.39,6.27,21.45,17.16,19.54,39.95,10.83,35.01,54.38,4.03,6.95,8.18,135
95A,,,Derry,x,x,x,x,7.32,2.16,22.42,4.36,11.37,17.2,13.86,28.29,11.62,30.92,49.51,14.7,21.82,39.87,2.45,6.97,7.68,179
95R,,,Down,x,x,x,x,7.59,2.12,41.76,1.69,18.94,31.24,4.78,20.78,14.8,24.01,44.25,12.82,31.79,53.77,3.56,7.05,8.13,121
95M,,,Dungannon,x,x,x,x,7.78,2.06,40.69,2.09,21.5,25.53,4.34,13.62,21.17,16.63,41.54,12.67,37.29,62.99,3.33,7.26,8.3,94
95L,,,Fermanagh,x,x,x,x,7.56,1.7,35.68,1.33,8.14,32.18,5.7,26.68,13.06,36.87,63.2,20.71,16.93,41.15,2.38,7.19,7.92,105
95F,,,Larne,x,x,x,x,7.38,2.15,39.13,2.02,20.3,37.84,3.95,34.01,24.43,17.14,53.04,24.18,17.17,52.37,4.12,6.75,8.02,51
95B,,,Limavady,x,x,x,x,7.48,1.88,51.79,-1.06,21.37,63.82,-2.78,18.2,15.03,36.16,70.24,20.85,16.07,41.79,3.65,6.9,8.06,40
95S,,,Lisburn,x,x,x,x,7.65,2.13,24.99,4.44,13.24,23.15,6.3,17.07,10.98,31.31,48.83,11.15,30.66,48.15,2.29,7.3,8,173
95H,,,Magherafelt,x,x,x,x,6.68,2.36,27.27,8.11,29,23.01,12.4,34.83,15.51,22.72,44.12,24.99,11.82,37.01,4.28,6.09,7.27,53
95E,,,Moyle,x,x,x,x,7.47,2.56,54.17,-2.47,24.38,55.75,-2.78,24.09,29.49,11.7,58.6,21.7,22.01,64.47,6.16,6.43,8.51,26
95P,,,Newry and Mourne,x,x,x,x,7.92,1.69,47.92,0.16,7.73,23.11,7.66,20.84,11.33,29.08,46.15,10.82,34.61,53.76,1.86,7.62,8.21,131
95U,,,Newtownabbey,x,x,x,x,7.17,1.88,40.8,1.93,19.74,15.51,16.38,31.28,12.77,31.1,52.66,21.18,13.44,33.47,3.36,6.68,7.65,101
95W,,,North Down,x,x,x,x,7.29,1.67,32.64,1.83,8.72,25.52,7.46,23.02,7.25,51.23,68.63,19.54,11.91,27.2,2.04,7,7.59,131
95K,,,Omagh,x,x,x,x,7.07,2.12,51,-0.37,23.89,26.01,9.47,30.5,15.55,26.44,50.7,16.17,19.98,39.4,4.3,6.45,7.68,84
95J,,,Strabane,x,x,x,x,7.06,2.45,28.52,5.49,21.05,21.95,11.22,29.67,20.13,21.4,51.61,20.4,17.29,42.26,3.97,6.48,7.64,61
"1 Question: Overall, how happy did you feel yesterday? ",,,,,,Key ,,,,,,,,,,,,,,,,,,,
2 All data weighted.,,,,,,,cv > 5% and <= 10% ,,,,,,,,,,,,,,,,,,
3 Non-respondents not included.,,,,,,,cv > 10% and <= 20% ,,,,,,,,,,,,,,,,,,
4 Where 0 is 'not at all happy' and 10 is 'completely happy'.,,,,,,, cv > 20% or unavailable ,,,,,,,,,,,,,,,,,,
# Sample size too small to provide estimates,,,,,,,,,,,,,,,,,,,,,,,,,
* There is no single geography code for these combined areas,,,,,,,,,,,,,,,,,,,,,,,,,
x Data has been supressed as the CV is > 20% or unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: April 2011 to March 2012, Annual Population Survey Subjective Well-being Experimental dataset, ONS",,,,,,,,,,,,,,,,,,,,,,,,,
Main table contents,,,,,,,,,,,,,,,,,,,,,,,,,
